"","V1","V2"
"999",NA,NA
"1000",NA,NA
"1001",NA,NA
"1002",NA,NA
"1003",NA,NA
"1004",NA,NA
"1005",NA,NA
"1006",NA,NA
"1007",NA,NA
"1008",9.87834734292999e-06,9.87834734292999e-06
"1009",0.00138674810703107,0.0014181117315739
"1010",0.00039356534560368,0.000481633723414387
"1011",0.000512722958380627,0.000497466017994931
"1012",0.000259332549297522,0.000245392119878782
"1013",0.000241834328299467,0.000233986877972287
"1014",0.000257752463931668,0.000248561424760506
"1015",0.000439374695391264,0.000429355648818767
"1016",0.000149107903965723,0.000152004002205403
"1017",0.000190004779210399,0.000194418038047925
"1018",0.000514334198868111,0.000485619473630871
"1019",0.000448662306534875,0.000429870888898325
"1020",0.000257178236981146,0.000256257609681597
"1021",0.000255506349166728,0.000257920653616229
"1022",0.000229215234951215,0.000226036008690006
"1023",0.0011662093433737,0.000981779848768807
"1024",0.000277820029509179,0.000274500388114437
"1025",0.000248347031122324,0.000268317118962202
"1026",0.000305391512523294,0.000323212231978515
"1027",0.000332344820996541,0.000353151722484364
"1028",NA,NA
"1029",0.000706987996624719,0.000766021860013344
"1030",0.000620439105579003,0.000683776704399756
"1031",0.000871889374491634,0.000941648682703878
"1032",0.0017072880967627,0.00175388394598147
"1033",0.00119744953847423,0.00116305240976236
"1034",0.00103316695020731,0.000975884458367331
"1035",NA,NA
"1036",0.00112807584550133,0.0010940378954518
"1037",0.000826934252346732,0.000750459372137578
"1038",NA,NA
"1039",0.000686094941418129,0.000659091160421695
"1040",0.000377778729188138,0.000345237571043799
"1041",0.000631142288657672,0.000647070016135765
"1042",0.000725318257677749,0.000709950351342967
"1043",NA,NA
"1044",0.000212976870293895,0.0002287624056218
"1045",0.000284630264634492,0.000305589700443831
"1046",2.1639181744729e-05,2.1639181744729e-05
"1047",NA,NA
"1048",NA,NA
"1049",NA,NA
"1050",NA,NA
"1051",NA,NA
"1052",NA,NA
"1053",NA,NA
"1054",NA,NA
"1055",NA,NA
"1056",NA,NA
"1057",NA,NA
"1058",NA,NA
"1059",NA,NA
"1060",NA,NA
"1061",NA,NA
"1062",NA,NA
"1063",NA,NA
"1064",NA,NA
"1065",NA,NA
"1066",NA,NA
"1067",NA,NA
"1068",NA,NA
"1069",NA,NA
"1070",NA,NA
"1071",NA,NA
"1072",NA,NA
"1073",NA,NA
"1074",NA,NA
"1075",NA,NA
"1076",NA,NA
"1077",NA,NA
"1078",NA,NA
"1079",NA,NA
"1080",NA,NA
"1081",NA,NA
"1082",NA,NA
"1083",NA,NA
"1084",NA,NA
"1085",NA,NA
"1086",NA,NA
"1087",NA,NA
"1088",NA,NA
"1089",NA,NA
"1090",NA,NA
"1091",NA,NA
"1092",NA,NA
"1093",NA,NA
"1094",NA,NA
"1095",NA,NA
"1096",NA,NA
"1097",NA,NA
"1098",NA,NA
"1099",NA,NA
"1100",NA,NA
"1101",NA,NA
"1102",NA,NA
"1103",NA,NA
"1104",NA,NA
"1105",NA,NA
"1106",0.000509205277586845,0.000498431115341741
"1107",NA,NA
"1108",0.000372808275154148,0.000378412908743354
"1109",0.00110375349858419,0.00136019802365922
"1110",0.000517302872311268,0.000528610917427652
"1111",0.000275964669537558,0.000295019188198935
"1112",0.000120484212124785,0.000107044627771724
"1113",0.000279961821089665,0.000264929086781541
"1114",0.000169350957925774,0.000167914216784024
"1115",0.000298950938441561,0.000289694761689172
"1116",0.000453071658044602,0.000298346463817361
"1117",0.000294467701820658,0.000288546612204287
"1118",0.000383631314320644,0.000365626394595869
"1119",0.000999971647888549,0.000971315662599074
"1120",0.000566317136488938,0.00056616600409692
"1121",NA,NA
"1122",0.000291858953389087,0.000288865611498577
"1123",NA,NA
"1124",NA,NA
"1125",0.00033316498734053,0.000346472418275754
"1126",0.000515961741699425,0.000551269137591501
"1127",0.000793935709032728,0.000831723846274461
"1128",0.000595421559928377,0.000656085264558782
"1129",0.000904900125957764,0.00100618589252442
"1130",0.00102240415205933,0.00111968398046908
"1131",NA,NA
"1132",0.0010686711875148,0.00116845742839946
"1133",0.00118493887718284,0.00120541291219627
"1134",0.00117898135941163,0.00112645558523107
"1135",0.00148934436669715,0.00143543871847721
"1136",0.000913978201488702,0.000884217657765601
"1137",0.000802240869443088,0.000769198334483452
"1138",0.00092967336011678,0.00084287765919248
"1139",0.000865371651745279,0.000822506709041809
"1140",0.00113904584031601,0.00109338895815855
"1141",0.000897412700867026,0.000914654412394313
"1142",0.00106007144385388,0.00106976911274581
"1143",0.000589230821847727,0.000601935060473412
"1144",NA,NA
"1145",0.000619959425410264,0.00063740862404016
"1146",0.000594890132712921,0.000646325634993384
"1147",0.00011932138758194,0.00011932138758194
"1148",NA,NA
"1149",NA,NA
"1150",NA,NA
"1151",NA,NA
"1152",NA,NA
"1153",NA,NA
"1154",NA,NA
"1155",NA,NA
"1156",NA,NA
"1157",NA,NA
"1158",NA,NA
"1159",NA,NA
"1160",NA,NA
"1161",NA,NA
"1162",NA,NA
"1163",NA,NA
"1164",NA,NA
"1165",NA,NA
"1166",NA,NA
"1167",NA,NA
"1168",NA,NA
"1169",NA,NA
"1170",NA,NA
"1171",NA,NA
"1172",NA,NA
"1173",NA,NA
"1174",NA,NA
"1175",NA,NA
"1176",NA,NA
"1177",NA,NA
"1178",NA,NA
"1179",NA,NA
"1180",NA,NA
"1181",NA,NA
"1182",NA,NA
"1183",NA,NA
"1184",NA,NA
"1185",NA,NA
"1186",NA,NA
"1187",NA,NA
"1188",NA,NA
"1189",NA,NA
"1190",NA,NA
"1191",NA,NA
"1192",NA,NA
"1193",NA,NA
"1194",NA,NA
"1195",NA,NA
"1196",NA,NA
"1197",NA,NA
"1198",NA,NA
"1199",NA,NA
"1200",NA,NA
"1201",NA,NA
"1202",NA,NA
"1203",NA,NA
"1204",NA,NA
"1205",NA,NA
"1206",0.00116392381097666,0.00110240490034118
"1207",NA,NA
"1208",0.0143762059983424,0.00855093283337009
"1209",0.000383629125721458,0.000395337125210991
"1210",0.000380869722648782,0.000380254759486376
"1211",0.000281227915576001,0.000273239329611011
"1212",0.000348129219812771,0.000254211031643333
"1213",0.000181914306337633,0.000177677677298929
"1214",0.000128115028979362,0.000125454456353094
"1215",0.000282369604537759,0.000224501260357464
"1216",0.000272751016211341,0.000268337707395228
"1217",0.000320702155419397,0.000313190139066174
"1218",0.000238068437210241,0.000235932338202714
"1219",0.00042089512031442,0.00042089512031442
"1220",NA,NA
"1221",0.000218743356923746,0.000220505119889791
"1222",0.000359476682638692,0.000377169348357262
"1223",0.000418753545291041,0.000431525670779931
"1224",0.000408374787716929,0.000422173110700746
"1225",0.000410138625717147,0.000435725017986595
"1226",0.000779126096785395,0.000832953043614097
"1227",0.00100679693217113,0.00108494840136695
"1228",0.00136580955756444,0.00144371139369094
"1229",0.00113030444891532,0.00124284554685369
"1230",0.00152322696952359,0.00163539671977586
"1231",0.000507614333191402,0.000541260896561757
"1232",0.00226680766657976,0.00233646310230274
"1233",0.00157214198050385,0.00152050684082574
"1234",0.00161833417106979,0.0015900945144216
