"","V1","V2"
"1007",NA,NA
"1008",0.0163206508867812,0.015628147100152
"1009",0.00799072141887726,0.0076469295891305
"1010",0.00616076908706952,0.00652376773818599
"1011",0.0079595287868854,0.00741391605152902
"1012",0.00749532367502677,0.00690856602276116
"1013",0.00853309302101077,0.00839556904838702
"1014",0.00897357283218211,0.00839074681036987
"1015",0.00833385035751423,0.00780609927938814
"1016",0.00891569975152209,0.00863790029434859
"1017",0.00758782240011754,0.0072320189554545
"1018",0.0097653820204006,0.00891743152595604
"1019",0.0086096018827115,0.00791415570134539
"1020",0.00811331997218333,0.00799657196683523
"1021",0.00794650850129374,0.00769781911896409
"1022",0.00577519349420104,0.00557643107179409
"1023",0.00858055611193093,0.00906819991241093
"1024",0.00718774880334179,0.00685161538761372
"1025",0.00732044125455877,0.00714887228511238
"1026",0.00711712359156278,0.00766770661662911
"1027",0.00898518741517131,0.00865536636095132
"1028",NA,NA
"1029",0.00822066713405553,0.00815559556094906
"1030",0.00738758049759231,0.00739032810172477
"1031",0.00791864964938976,0.00806661801889496
"1032",0.0103683561868795,0.0102742682334751
"1033",0.00782700934710918,0.00760414527050092
"1034",0.0082781648942337,0.00813054881072372
"1035",NA,NA
"1036",0.0107359892620267,0.0105194058857641
"1037",0.00881200047511967,0.00868433713680856
"1038",NA,NA
"1039",0.00752327016586468,0.00729601069125536
"1040",0.00760942912536314,0.00741119857945177
"1041",0.00865267335490526,0.00857829213193968
"1042",0.0094966775191336,0.00950461944457864
"1043",NA,NA
"1044",0.00579212434889792,0.0059185232498599
"1045",0.0050721283106246,0.00553417712734936
"1046",0.00507717360028567,0.00509898260349629
"1047",NA,NA
"1048",NA,NA
"1049",NA,NA
"1050",NA,NA
"1051",NA,NA
"1052",NA,NA
"1053",NA,NA
"1054",NA,NA
"1055",NA,NA
"1056",NA,NA
"1057",NA,NA
"1058",NA,NA
"1059",NA,NA
"1060",NA,NA
"1061",NA,NA
"1062",NA,NA
"1063",NA,NA
"1064",NA,NA
"1065",NA,NA
"1066",NA,NA
"1067",NA,NA
"1068",NA,NA
"1069",NA,NA
"1070",NA,NA
"1071",NA,NA
"1072",NA,NA
"1073",NA,NA
"1074",NA,NA
"1075",NA,NA
"1076",NA,NA
"1077",NA,NA
"1078",NA,NA
"1079",NA,NA
"1080",NA,NA
"1081",NA,NA
"1082",NA,NA
"1083",NA,NA
"1084",NA,NA
"1085",NA,NA
"1086",NA,NA
"1087",NA,NA
"1088",NA,NA
"1089",NA,NA
"1090",NA,NA
"1091",NA,NA
"1092",NA,NA
"1093",NA,NA
"1094",NA,NA
"1095",NA,NA
"1096",NA,NA
"1097",NA,NA
"1098",NA,NA
"1099",NA,NA
"1100",NA,NA
"1101",NA,NA
"1102",NA,NA
"1103",NA,NA
"1104",NA,NA
"1105",NA,NA
"1106",0.00583992253727192,0.00560778748879835
"1107",NA,NA
"1108",0.00810414858715804,0.00765744649303136
"1109",0.00841237457205907,0.00818720005328985
"1110",0.00719809265641523,0.00721246360941856
"1111",0.00764558636700639,0.00776215205948607
"1112",0.0062908547895007,0.0067345124575005
"1113",0.00815745625101229,0.00796040057248814
"1114",0.00782627851396172,0.00796854287410045
"1115",0.00775159261211088,0.00730539263193433
"1116",0.00785374076543506,0.00808254876561318
"1117",0.00852479232373911,0.00802345513531812
"1118",0.00678348722486844,0.00638816427321548
"1119",0.00945246300245183,0.009427621862735
"1120",0.0103957470904724,0.0103934224453431
"1121",NA,NA
"1122",0.00581767659718543,0.00570210067442117
"1123",NA,NA
"1124",NA,NA
"1125",0.00792904135510805,0.00772521292967141
"1126",0.00901730618215986,0.00870159119536615
"1127",0.00868305066178168,0.00846479231144237
"1128",0.00904550361012831,0.00878071848515581
"1129",0.00918357575856466,0.0091297865701938
"1130",0.0103801367428558,0.0101839129076985
"1131",NA,NA
"1132",0.00910007235002724,0.00914655006004104
"1133",0.00925336073901911,0.00917205299422375
"1134",0.00871742175338454,0.00851545917950534
"1135",0.0091221326362836,0.00897399486724219
"1136",0.00820841678058727,0.00805035900591948
"1137",0.00883885776686377,0.00870732322446546
"1138",0.0081044821903382,0.00796863428964172
"1139",0.0077385340878025,0.00750443767850112
"1140",0.00890884030325854,0.00864033472165367
"1141",0.0102415467857742,0.010232700003625
"1142",0.00888439221227647,0.00892982689689685
"1143",0.00761128841121758,0.00739249851197487
"1144",NA,NA
"1145",0.0073549288926683,0.00766685556981707
"1146",0.00870785304998371,0.00862351979396492
"1147",0.0148890262758641,0.0119655644777121
"1148",NA,NA
"1149",NA,NA
"1150",NA,NA
"1151",NA,NA
"1152",NA,NA
"1153",NA,NA
"1154",NA,NA
"1155",NA,NA
"1156",NA,NA
"1157",NA,NA
"1158",NA,NA
"1159",NA,NA
"1160",NA,NA
"1161",NA,NA
"1162",NA,NA
"1163",NA,NA
"1164",NA,NA
"1165",NA,NA
"1166",NA,NA
"1167",NA,NA
"1168",NA,NA
"1169",NA,NA
"1170",NA,NA
"1171",NA,NA
"1172",NA,NA
"1173",NA,NA
"1174",NA,NA
"1175",NA,NA
"1176",NA,NA
"1177",NA,NA
"1178",NA,NA
"1179",NA,NA
"1180",NA,NA
"1181",NA,NA
"1182",NA,NA
"1183",NA,NA
"1184",NA,NA
"1185",NA,NA
"1186",NA,NA
"1187",NA,NA
"1188",NA,NA
"1189",NA,NA
"1190",NA,NA
"1191",NA,NA
"1192",NA,NA
"1193",NA,NA
"1194",NA,NA
"1195",NA,NA
"1196",NA,NA
"1197",NA,NA
"1198",NA,NA
"1199",NA,NA
"1200",NA,NA
"1201",NA,NA
"1202",NA,NA
"1203",NA,NA
"1204",NA,NA
"1205",NA,NA
"1206",0.00772994104011441,0.0074383644777774
"1207",NA,NA
"1208",0.00625618320675702,0.00625618320675702
"1209",0.0070275532031547,0.00685789088889016
"1210",0.00744614703701065,0.00715144812264557
"1211",0.00715500756119941,0.00679609334288034
"1212",0.00696954943591124,0.00672477958936367
"1213",0.00632893579050688,0.00607339058007227
"1214",0.00739016218739136,0.00717684716037022
"1215",0.00704562091622142,0.00735316354988521
"1216",0.00736289327340204,0.00725006064298927
"1217",0.00826313999983217,0.00796149449212398
"1218",0.00739579078703137,0.00765028791800642
"1219",0.0131086137988535,0.0114343313536309
"1220",NA,NA
"1221",0.00599522738440063,0.00606955186939866
"1222",0.00663150811148234,0.00662487664922856
"1223",0.00790339078432581,0.00762180412314065
"1224",0.00745012701589163,0.00728174100719513
"1225",0.00795544277398505,0.00776331353623215
"1226",0.00993489992686471,0.00961827649774782
"1227",0.0100724576319014,0.00984812750152093
"1228",0.0107977117715278,0.0105869416656812
"1229",0.0103031029899958,0.0101365971094258
"1230",0.0100611971234199,0.00988166191994937
"1231",0.00821271756898037,0.00826210131155315
"1232",0.0100794386387115,0.0099802061775336
"1233",0.00942204439815119,0.00924461301635565
"1234",0.00742560792369796,0.00711419042644965
"1235",0.00770264734287306,0.00762194552839669
"1236",0.00933811592988233,0.00913719274046455
"1237",0.00786660375986303,0.00768598781193291
"1238",0.00910211667887762,0.00905977190637054
"1239",NA,NA
